target_project,time_steps,method,cp_id,spearman_cor,js_div,defect_ratio,median_feature,maximum_feature,std_feature,n_commit
vscode,5000,odasc_aio,20,-0.186815,-0.298915,-0.198910,-0.217289,-0.310928,-0.276473,-0.254198
vscode,5000,odasc_aio,21,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
vscode,5000,odasc_aio,22,-0.117037,-0.272198,-0.160763,-0.217773,-0.304005,-0.174548,-0.022292
wp-calypso,5000,odasc_aio,0,-0.192068,-0.334154,-0.167260,-0.079667,-0.216937,-0.388441,-0.237962
wp-calypso,5000,odasc_aio,1,-0.024210,-0.293843,-0.277580,-0.209196,-0.379514,-0.164823,-0.128517
wp-calypso,5000,odasc_aio,2,-0.082140,-0.288806,-0.387900,-0.248365,-0.534387,-0.174081,-0.104764
wp-calypso,5000,odasc_aio,3,-0.174451,-0.291865,-0.167260,-0.223723,-0.520218,-0.392884,-0.383651
wp-calypso,5000,odasc_aio,4,-0.096333,-0.282731,-0.010676,-0.176286,-0.442209,-0.294776,-0.011930
wp-calypso,5000,odasc_aio,5,-0.136561,-0.312229,-0.558719,-0.396686,-0.369444,-0.338054,-0.346695
wp-calypso,5000,odasc_aio,6,-0.222410,-0.290717,-0.302491,-0.376239,-0.341181,-0.262135,-0.311486
wp-calypso,5000,odasc_aio,7,-0.153105,-0.298268,-0.879004,-0.221167,-0.413549,-0.333673,-0.142863
wp-calypso,5000,odasc_aio,8,-0.144205,-0.255790,-0.120996,-0.256418,-0.214483,-0.225897,-0.041401
wp-calypso,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.107849
wp-calypso,5000,odasc_aio,10,-0.047367,-0.318925,-0.010676,-0.300344,-0.394692,-0.360616,-0.271250
wp-calypso,5000,odasc_aio,11,-0.118281,-0.274241,-0.306050,-0.293455,-0.224466,-0.176973,-0.026989
wp-calypso,5000,odasc_aio,12,-0.091017,-0.301568,-0.274021,-0.204615,-0.496953,-0.401437,-0.146056
wp-calypso,5000,odasc_aio,13,-0.360978,-0.284643,-0.241993,-0.343307,-0.383611,-0.234466,-0.309285
wp-calypso,5000,odasc_aio,14,-0.241995,-0.336171,-0.039146,-0.152525,-0.466536,-0.494681,-0.033008
wp-calypso,5000,odasc_aio,15,-0.293738,-0.312100,-0.850534,-0.446877,-0.216932,-0.262137,-0.097903
wp-calypso,5000,odasc_aio,16,-0.169178,-0.281972,-0.373665,-0.248600,-0.292811,-0.262804,-0.085865
wp-calypso,5000,odasc_aio,17,-0.068400,-0.318768,-0.128114,-0.202907,-0.452082,-0.239014,-0.892151
wp-calypso,5000,odasc_aio,18,-0.025763,-0.291436,-0.120996,-0.239278,-0.434524,-0.242242,-0.683056
wp-calypso,5000,odasc_aio,19,-0.108434,-0.287524,-0.195730,-0.181359,-0.147921,-0.189135,-0.056697
wp-calypso,5000,odasc_aio,20,-0.037064,-0.308817,-0.081851,-0.211161,-0.449664,-0.246562,-0.252244
wp-calypso,5000,odasc_aio,21,-0.088348,-0.278291,-0.085409,-0.119448,-0.406666,-0.177541,-0.025695
wp-calypso,5000,odasc_aio,22,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
